#ID,name,HMDB_ID,CAS,kingdom(HMDB),super_class(HMDB),class(HMDB),sub_class(HMDB)
pos_14151,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",HMDB0001999,10417-94-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14159,"DG(16:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0)",HMDB0295535,--,--,--,--,--
pos_14273,"7,8-Diaminononanoate",HMDB0304236,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14289,Palmitic amide,HMDB0012273,629-54-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides
pos_14304,"xi-2,3-Dihydro-3-methylfuran",HMDB0037788,--,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,--
pos_14314,cis-3-Hexenyl hexanoate,HMDB0033378,31501-11-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_14316,5-Heptyltetrahydro-2-oxo-3-furancarboxylic acid,HMDB0030994,--,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
pos_14317,2-Carboxy-4-dodecanolide,HMDB0030987,--,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
pos_14322,6-Gingerol,HMDB0005783,58253-27-3,Organic compounds,Benzenoids,Phenols,Methoxyphenols
pos_14325,Docosahexaenoic acid,HMDB0002183,6217-54-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14327,"2,3-Dinor-6-keto-prostaglandin F1 a",HMDB0002277,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_14329,"(5Z,9Z,12Z)-Octadeca-5,9,12-trienoylcarnitine",HMDB0241551,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_14338,PS(22:0/PGF1alpha),HMDB0282972,--,--,--,--,--
pos_14355,Eicosapentaenoyl Ethanolamide,HMDB0013649,109001-03-8,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_1436,4-Hydroxy-D4-neuroprostane,HMDB0012777,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_14376,16alpha-Hydroxyestrone,HMDB0000313,966-06-3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_14378,L-Histidine,HMDB0000177,71-00-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14379,3-Methyl-3-butenyl apiosyl-(1->6)-glucoside,HMDB0031954,198832-72-3,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_14390,"PE(18:3(6Z,9Z,12Z)/5-iso PGF2VI)",HMDB0261550,--,--,--,--,--
pos_14397,Alanyl-Leucine,HMDB0028691,3303-34-2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14401,Erucic acid,HMDB0002068,112-86-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14421,2-Oxothiazolidine-4-carboxylic acid,HMDB0245287,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14427,(2-Acetyloxy-3-hydroxypropyl) (E)-octadec-9-enoate,HMDB0242459,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols
pos_14429,4alpha-Methylzymosterol-4-carboxylate,HMDB0001181,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_14450,"2,4-Undecadiene-8,10-diynoic acid 2,3-dehydropiperidide",HMDB0033525,52704-38-8,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines
pos_14451,Palmitic acid,HMDB0000220,1957/10/3,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14456,"MG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/0:0)",HMDB0260486,--,--,--,--,--
pos_14558,4-Hydroxy-6-methyl-3-(1-oxobutyl)-2H-pyran-2-one,HMDB0040637,22073-85-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_14565,Basilimoside,HMDB0302040,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives
pos_14568,AS 1-1,HMDB0032794,--,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
pos_14583,"1,2-Dihydro-1,1,6-trimethylnaphthalene",HMDB0040284,30364-38-6,Organic compounds,Benzenoids,Naphthalenes,--
pos_14586,"9-Hydroxymegastigma-4,6,7-trien-3-one",HMDB0303053,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_14587,"(6R,8Z)-6-Hydroxy-3-oxotetradecenoic acid",HMDB0062363,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14590,Eicosatetraenoic acid,HMDB0251721,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14595,Cellobioside,HMDB0249793,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_14605,"1-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphate",HMDB0062310,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_14606,Sucrose laurate,HMDB0258550,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_1462,Notoginsenoside R2,HMDB0035362,80418-25-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_14622,"PC(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/P-16:0)",HMDB0289502,--,--,--,--,--
pos_14624,PC(P-18:0/PGJ2),HMDB0289561,--,--,--,--,--
pos_14625,"PC(18:3(9Z,12Z,15Z)/20:0)",HMDB0008208,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_14628,"PC(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))",HMDB0287247,--,--,--,--,--
pos_14630,PS(20:0/PGF1alpha),HMDB0282141,--,--,--,--,--
pos_14640,2-Phenylpropanal,HMDB0031626,93-53-8,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes
pos_14642,2-(4-Methylphenyl)propanal,HMDB0033382,99-72-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_14645,5-Acetamidopentanoate,HMDB0012175,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_14648,Benzaldehyde,HMDB0006115,100-52-7,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives
pos_14649,(-)-Huperzine A (HupA),HMDB0242212,--,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives
pos_14661,4-Hydroxy-3-methyl-2-(2-propynyl)-2-cyclopentene-1-one,HMDB0246651,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_14663,L-Pipecolate,HMDB0000716,3105-95-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14664,6-Oxocampestanol,HMDB0304234,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids
pos_14667,Telmisartan glucuronide,HMDB0258792,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_14673,Tacrolimus,HMDB0015002,104987-11-3,Organic compounds,Phenylpropanoids and polyketides,Macrolide lactams,--
pos_14682,Octahydro-2H-1-benzopyran-2-one,HMDB0037276,4430-31-3,Organic compounds,Organoheterocyclic compounds,Benzopyrans,--
pos_14683,Hexahydro-4-methylphthalic anhydride,HMDB0244846,--,Organic compounds,Organoheterocyclic compounds,Isobenzofurans,--
pos_14685,2-Hydroxyestradiol,HMDB0000338,362-05-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_14686,2-cis-abscisate,HMDB0304067,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_14687,Veranisatin A,HMDB0040663,153445-92-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones
pos_14693,Glycerol phenylbutyrate,HMDB0252844,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols
pos_14703,"PC(2:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))",HMDB0288884,--,--,--,--,--
pos_14721,Garcinia lactone dibutyl ester,HMDB0040462,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives
pos_14724,1-Palmitoyl-sn-glycero-3-phosphocholine,HMDB0010382,17364-16-8,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_14737,Gly-Pro-Gly-Arg-Ala-Phe,HMDB0252833,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14746,"PG(a-13:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))",HMDB0270614,--,--,--,--,--
pos_14747,"PA(20:3(8Z,11Z,14Z)/PGJ2)",HMDB0265063,--,--,--,--,--
pos_14752,xi-5-Isopropyl-2(5H)-furanone,HMDB0041474,100019-33-8,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones
pos_14753,5-Aminopentanoate,HMDB0003355,660-88-8,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14758,2-Ethylidenehexanal,HMDB0037152,25409-08-9,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_14759,"2,6-nonadienal",HMDB0033857,557-48-2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_14761,Dihydroisophorol,HMDB0029557,116-02-9,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_14763,"4,8-Dimethyl-1,3(E),7-nonatriene",HMDB0035792,19945-61-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_14764,"(1R*,2S*,3S*,6S*)-2-Caranol",HMDB0035955,118395-91-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_14766,"2,4-Undecadienal",HMDB0031359,13162-46-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_14771,"(Z)-1,5-Tridecadiene",HMDB0041081,84348-07-2,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Olefins
pos_14776,"8,8-Dimethoxy-2,6-dimethyl-2-octanol",HMDB0040219,141-92-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_14777,"trans,trans-Farnesol",HMDB0004305,4602-84-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_14784,Octadecanamide,HMDB0034146,124-26-5,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids
pos_14785,Manool,HMDB0302943,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_14795,Z-Gly-Gly-Arg-AMC,HMDB0259965,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14809,PA(15:0/LTE4),HMDB0263196,--,--,--,--,--
pos_14819,"PE(DiMe(13,5)/20:3(8Z,11Z,14Z)-2OH(5,6))",HMDB0284900,--,--,--,--,--
pos_14821,"2-Methyl-1,3-cyclohexadiene",HMDB0032395,1489-57-2,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons
pos_14822,3-Ethylfuran,HMDB0040588,67363-95-5,Organic compounds,Organoheterocyclic compounds,Heteroaromatic compounds,--
pos_14834,N-[4-Chloro-3-(3-methylbut-2-enoxy)phenyl]-2-methylthiophene-3-carbothioamide,HMDB0259382,--,Organic compounds,Benzenoids,Phenol ethers,--
pos_14835,2-(6'-methylthio)hexylmalate,HMDB0304053,--,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
pos_14836,Atorvastatin,HMDB0005006,134523-00-5,Organic compounds,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles
pos_14861,"Benzo[d][2]benzazepine-5,7-dione",HMDB0251445,--,Organic compounds,Organoheterocyclic compounds,Benzazepines,--
pos_14870,"N1,N5,N10-Tris-trans-p-coumaroylspermine",HMDB0039962,--,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
pos_14871,"PE-NMe(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0113009,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_14898,alpha-Fluoromethylhistamine,HMDB0243592,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_14901,2-Benzylidene-1-heptanol,HMDB0036170,101-85-9,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols,--
pos_14906,Fumonisin B1,HMDB0034702,116355-83-0,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Fumonisins
pos_14910,PC(LTE4/22:0),HMDB0287798,--,--,--,--,--
pos_14912,PC(24:0/LTE4),HMDB0288628,--,--,--,--,--
pos_14940,"(3S)-3,6-Diaminohexanoate",HMDB0012114,4299-56-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_14943,1-Penten-3-ol,HMDB0031605,616-25-1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_14950,"cis- and trans-2-Isobutyl-4-methyl-1,3-dioxolane",HMDB0032203,18433-93-7,Organic compounds,Organoheterocyclic compounds,Dioxolanes,"1,3-dioxolanes"
pos_14952,MG(0:0/16:0/0:0),HMDB0011533,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
pos_1496,Oleoyl Ethanolamide,HMDB0002088,111-58-0,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_14961,Isopentyl gentiobioside,HMDB0041512,178275-89-3,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_14963,alpha-Carboxy-delta-nonalactone,HMDB0030990,--,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones
pos_14965,T2 Toxin,HMDB0036600,21259-20-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_14975,Cholic acid glucuronide,HMDB0002577,76060-22-5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_14991,"1-O-beta-D-Glucopyranosyl-2,3-di-O-(8-hexadecenoyl)glycerol",HMDB0031133,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols
pos_14993,PC(16:0/20:1(11Z)),HMDB0007978,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_14996,"PC(18:0/20:3(5Z,8Z,11Z))",HMDB0008046,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_15004,Ethyl crotonate,HMDB0039581,623-70-1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_15010,"all-trans-3,4-Didehydroretinol",HMDB0013117,79-80-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_15015,alpha-Ionol O-[arabinosyl-(1->6)-glucoside],HMDB0038732,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_15028,3-Hydroxy-1-phenyl-1-hexadecanone,HMDB0035677,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_15032,"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011494,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_15046,CDP-DG(a-21:0/PGD1),HMDB0293145,--,--,--,--,--
pos_1506,Sarmentosin,HMDB0030697,71933-54-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_15068,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",HMDB0289693,--,--,--,--,--
pos_15083,Cholylcitrulline,HMDB0242383,--,--,--,--,--
pos_15085,Baccatin III,HMDB0248838,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_15102,Sebacic acid,HMDB0000792,111-20-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_15105,Tetradecadienyl-l-carnitine,HMDB0258883,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_15126,Asparaginylcysteine,HMDB0028728,71190-89-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_15129,cis-3-Hexenyl b-primeveroside,HMDB0031690,132278-37-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_15148,"PS(24:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",HMDB0283679,--,--,--,--,--
pos_15152,"2,3-Dinor-TXB2",HMDB0002904,63250-09-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_15165,Protease-Activated Receptor-4,HMDB0256865,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_15171,3-(Methylthio)propanoate,HMDB0304155,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_15181,Goshonoside F3,HMDB0038376,90851-26-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_15195,"PC(18:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",HMDB0286283,--,--,--,--,--
pos_152,XTP,HMDB0000293,6253-56-1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides
pos_15200,Carnitine,HMDB0000062,541-15-1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts
pos_15210,Simvastatin,HMDB0005007,79902-63-9,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones
pos_15214,Psychosine,HMDB0000648,2238-90-6,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
pos_15228,17-Aminogeldanamycin,HMDB0259661,--,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_15230,Resiniferatoxin,HMDB0242596,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_15237,"PS(22:0/20:4(5Z,8Z,11Z,14Z)-OH(20))",HMDB0282881,--,--,--,--,--
pos_15240,3-Mercaptohexyl hexanoate,HMDB0037766,145937-76-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_15251,PL,HMDB0302594,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_15267,gamma-L-Glutamylputrescine,HMDB0012230,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_15268,Acorenone,HMDB0035704,5956/5/8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_15270,ALVERINE,HMDB0015554,150-59-4,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropylamines
pos_15291,Pyridoxamine,HMDB0001431,85-87-0,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridoxamines
pos_15300,Cinncassiol A 19-glucoside,HMDB0035165,73599-12-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_15327,Dextran-70,HMDB0256672,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_15328,trans-2-Hexyl-1-cyclopropaneacetic acid,HMDB0031087,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids
pos_15365,"N-(1-Hydroxypropan-2-yl)icosa-5,8,11,14-tetraenamide",HMDB0243685,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides
pos_15377,Tobramycin,HMDB0014822,32986-56-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_15380,10-Deacetylbaccatin III,HMDB0244264,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
