#ID,name,HMDB_ID,CAS,kingdom(HMDB),super_class(HMDB),class(HMDB),sub_class(HMDB)
pos_3853,Naloxazone,HMDB0255434,--,Organic compounds,Benzenoids,Phenanthrenes and derivatives,--
pos_3858,Nartograstim,HMDB0255464,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_3862,2-Methylpiperidine,HMDB0032416,109-05-7,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_3864,CDP-DG(a-15:0/PGF1alpha),HMDB0292939,--,--,--,--,--
pos_3866,"(3x,5x,10x)-9,10-Didehydroisohumbertiol O-[rhamnopyranosyl-(1->4)-rhamnopyranosyl-(1->2)-[(E)-feruloyl-(->4)-rhamnosyl-(1->6)]-glucoside]",HMDB0040688,143363-61-5,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_3867,CDP-DG(a-15:0/LTE4),HMDB0292877,--,--,--,--,--
pos_3869,Conhydrinone,HMDB0033364,97073-23-9,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_3870,Indole-3-carboxylic acid,HMDB0003320,771-50-6,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives
pos_3871,11-nitro-1-undecene,HMDB0062669,--,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds
pos_3872,Valyl-Aspartate,HMDB0029123,20556-16-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_3908,(R)-3-((2-(2-(4-Methylpiperidin-1-yl)ethyl)pyrrolidin-1-yl)sulfonyl)phenol,HMDB0245575,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides
pos_3923,Caryoptosidic acid,HMDB0034249,220271-92-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_3925,Chitobiose,HMDB0003556,577-76-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_3931,Codeine-6-glucuronide,HMDB0060464,20736-11-2,Organic compounds,Alkaloids and derivatives,Morphinans,--
pos_3940,Cys-Arg-Glu-Lys-Ala,HMDB0250699,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_3941,Neomycin B,HMDB0015129,1404-04-2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_3954,Nonioside B,HMDB0303582,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_3970,Mepartricin,HMDB0253564,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_3974,Sativoside R2,HMDB0039829,126643-24-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_3976,7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-one,HMDB0036681,73069-42-8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_3981,Arginyl-Cysteine,HMDB0304777,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_3982,Nifedipine,HMDB0015247,21829-25-4,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines
pos_3983,Pyroglutamyl-3-methylhistidyl-prolinamide,HMDB0245915,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4025,"PIP(20:1(11Z)/18:3(10,12,15)-OH(9))",HMDB0279644,--,--,--,--,--
pos_4026,Dakh peptide,HMDB0250831,--,Organic compounds,Organic acids and derivatives,Peptidomimetics,--
pos_4027,Barbital,HMDB0248870,--,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_4028,Glutaminyl-Proline,HMDB0028805,139370-58-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4039,Capecitabine,HMDB0015233,154361-50-9,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,--
pos_4049,"2,5-Dioxopyrrolidin-1-yl 6-(5-((3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanamido)hexanoate",HMDB0247319,--,Organic compounds,Organoheterocyclic compounds,Biotin and derivatives,--
pos_4056,Desglucocheirotoxin,HMDB0034362,5822-57-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_4061,Butirosina,HMDB0248282,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4085,Vomifoliol 9-[glucosyl-(1->4)-xylosyl-(1->6)-glucoside],HMDB0038449,141947-49-1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4087,Vindesine,HMDB0014454,59917-39-4,Organic compounds,Alkaloids and derivatives,Vinca alkaloids,--
pos_4092,"(3x,5x,10x)-9,10-Didehydroisohumbertiol O-[rhamnosyl-(1->4)-rhamnosyl-(1->2)-[rhamnosyl-(1->6)]-glucoside]",HMDB0040687,143376-49-2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4094,Piperidine,HMDB0034301,110-89-4,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_4099,Zosuquidar,HMDB0260047,--,Organic compounds,Benzenoids,Dibenzocycloheptenes,--
pos_4101,Asparaginyl-Proline,HMDB0028739,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4107,17a-Ethynylestradiol,HMDB0001926,57-63-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_4115,12-OxoETE,HMDB0013633,108437-64-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4128,(R)-Acetoin,HMDB0303161,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_4133,Gentamicin,HMDB0014936,1403-66-3,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4139,Feruloyl-2-hydroxyputrescine,HMDB0033465,--,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
pos_414,"Phosphono [2,3,4-trihydroxy-5,6-bis[[hydroxy(phosphonooxy)phosphoryl]oxy]cyclohexyl] hydrogen phosphate",HMDB0257772,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_4148,"2,2-Dimethyl-5-hydroxy-1-pyrrolidinyloxy",HMDB0247851,--,Organic compounds,Organoheterocyclic compounds,Pyrrolidines,--
pos_4149,Leucyl-Serine,HMDB0028938,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4150,Penmacric acid,HMDB0029436,55297-13-7,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4154,Linamarin,HMDB0033699,554-35-8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4157,arabinofuranosylguanine,HMDB0061067,--,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,--
pos_4181,"ethyl ((3,4,5-trihydroxy-6-((4-(4-isopropoxybenzyl)-1-isopropyl-5-methyl-1H-pyrazol-3-yl)oxy)tetrahydro-2H-pyran-2-yl)methyl) carbonate",HMDB0252023,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4192,PA(8:0/PGD1),HMDB0266681,--,--,--,--,--
pos_4208,Kiwiionoside,HMDB0038691,141897-12-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_4210,piperidino,HMDB0256578,--,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_4214,Deltorphin,HMDB0250986,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4227,Carinol,HMDB0030657,58139-12-1,Organic compounds,"Lignans, neolignans and related compounds",Dibenzylbutane lignans,Dibenzylbutanediol lignans
pos_4232,"CDP-DG(22:3(10Z,13Z,16Z)/PGE2)",HMDB0292347,--,--,--,--,--
pos_4239,CDP-DG(i-20:0/LTE4),HMDB0294124,--,--,--,--,--
pos_4263,Ketotifen-N-glucuronide,HMDB0060596,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4265,NPC,HMDB0060499,--,Organic compounds,Alkaloids and derivatives,Camptothecins,--
pos_4266,Daglutril,HMDB0250830,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4267,Histidylprolineamide,HMDB0253186,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4281,Naldemedine,HMDB0255430,--,Organic compounds,Alkaloids and derivatives,Morphinans,--
pos_4286,N-Ribosylhistidine,HMDB0002089,98379-91-0,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4314,"PI(20:3(5Z,8Z,11Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",HMDB0277345,--,--,--,--,--
pos_4315,Tomatine,HMDB0034103,17406-45-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_4319,5-Ethyl-2-hexyl-4-methyloxazole,HMDB0037899,84028-19-3,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles
pos_4325,(Z)-1-Methyl-2-(tridec-8-en-1-yl)quinolin-4(1H)-one,HMDB0252136,--,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives
pos_4343,Galantamine,HMDB0014812,357-70-0,Organic compounds,Alkaloids and derivatives,Amaryllidaceae alkaloids,Galanthamine-type amaryllidaceae alkaloids
pos_4344,Muricin A,HMDB0036977,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_4360,8-Amino-7-oxononanoate,HMDB0240687,682799-71-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4386,"PGP(i-19:0/20:3(8Z,11Z,14Z)-2OH(5,6))",HMDB0275553,--,--,--,--,--
pos_4391,Asparaginyl-Methionine,HMDB0028737,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4393,Isofucosterol,HMDB0002374,481-14-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives
pos_4396,Tezacitabine,HMDB0258943,--,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_4398,Gentamicin C,HMDB0252688,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_4403,"PGP(16:1(9Z)/18:3(9,11,15)-OH(13))",HMDB0272486,--,--,--,--,--
pos_4414,Indole,HMDB0000738,120-72-9,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles
pos_4415,L-4-Hydroxyglutamate semialdehyde,HMDB0006556,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4419,5-Hydroxyindole-3-acetic acid,HMDB0000763,54-16-0,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
pos_4420,N-Acetylkynurenine,HMDB0240342,3428/8/8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_4440,2-Methylpyridine,HMDB0061888,109-06-8,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Methylpyridines
pos_4441,6-Aminohexanoate,HMDB0001901,60-32-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4442,epsilon-(Carboxyethyl)lysine,HMDB0251886,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4443,Hydroxyisonobilin,HMDB0034475,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones
pos_4451,Caffeoyl tyrosine,HMDB0029295,124027-56-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4453,17-AAG,HMDB0244762,--,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_4455,N-Dihydroferuloyltyramine,HMDB0033028,184877-32-5,Organic compounds,Benzenoids,Phenols,Methoxyphenols
pos_4459,"2-[(3-Phenyl-5,6-dihydro-2h-1,2,4-oxadiazin-6-yl)methyl]-1,2,3,4-tetrahydroisoquinoline",HMDB0256918,--,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines,--
pos_4463,Tyrosyl-Arginine,HMDB0029099,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4464,L-Glutamyl 5-phosphate,HMDB0001228,13254-53-0,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4468,Mesaconitine,HMDB0254473,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_4470,(6S)-Tetrahydro-L-biopterin,HMDB0257928,--,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives
pos_4481,2-Hydroxyestrone,HMDB0000343,362-06-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_4485,Deltorphin II,HMDB0250987,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4492,Dihydrodigoxin,HMDB0041879,5297/10/9,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_4501,"(3R,4S,5R)-3,4,5,6-Tetrahydroxyhexanoyl fluoride",HMDB0258135,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_4502,2-Methyl-4-propyloxazole,HMDB0037853,126484-99-9,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles
pos_4510,Cincassiol B,HMDB0036855,73599-13-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_4515,Pipemidic acid,HMDB0041989,51940-44-4,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines
pos_4521,Isoleucyl-Proline,HMDB0011174,37462-92-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4523,Threonyltryptophan,HMDB0029072,186761-42-2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4528,2-Fluoroamphetamine,HMDB0245131,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines
pos_4534,P-Cttlvc-T,HMDB0257121,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4536,p-Hydroxyphenylethylbiguanide,HMDB0259540,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines
pos_4537,Thalictroidine,HMDB0034684,248259-06-5,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_4538,Glycerol 1-propanoate diacetate,HMDB0031640,36600-62-1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols
pos_4539,N-Palmitoyl Alanine,HMDB0241919,--,--,--,--,--
pos_4540,(-)-Epigallocatechin 3'-glucuronide,HMDB0041638,--,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
pos_4542,Genistein 4'-glucuronide-7-sulfate,HMDB0240520,--,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans
pos_4549,Neuromedin C 1-8,HMDB0013019,157623-03-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4554,2-Nitrotoluene,HMDB0245268,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes
pos_4561,4-(3-Pyridyl)-3-butenoic acid,HMDB0001424,--,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,--
pos_4562,N-methylphenylalanine,HMDB0029224,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4568,3H-Dopamine,HMDB0246265,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_4569,3-Methyloxindole,HMDB0304943,--,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines
pos_4570,1-Oxo-1H-2-benzopyran-3-carboxaldehyde,HMDB0030577,34328-51-3,Organic compounds,Phenylpropanoids and polyketides,Isocoumarins and derivatives,--
pos_4573,3-(6'-Methylthio)hexylmalic acid,HMDB0304111,--,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
pos_4583,"2-Oxa-4,7,12-triazatridecan-13-oic acid, 9-hydroxy-5-(1-methylethyl)-3,6-dioxo-8,11-bis(phenylmethyl)-1-(2-pyridinyl)-, 3-pyridinylmethyl ester, (5S,8S,9S,11S)-",HMDB0244627,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4586,Tyr(Me)AVP,HMDB0259349,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4587,4-Ethyl-5-methyl-2-pentyloxazol,HMDB0037897,84028-14-8,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles
pos_4588,Isoleucyl-Alanine,HMDB0028900,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4592,Dhlnl,HMDB0246853,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4622,Ciprofloxacin,HMDB0014677,85721-33-1,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids
pos_4644,"(3beta,6beta)-Furanoeremophilane-3,6-diol 6-acetate",HMDB0034930,34335-95-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_4649,(2S)-6-Amino-2-(hexanoylamino)hexanoic Acid,HMDB0253148,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4659,Leu-Leu-Leu,HMDB0094648,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4675,Hippurate,HMDB0000714,495-69-2,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
pos_4678,15-OxoETE,HMDB0010210,81416-72-0,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4694,16-Acetylgitoxin,HMDB0244719,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_4696,Met-glu-his-phe-arg-trp-gly,HMDB0254491,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4697,Vdavp,HMDB0246591,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4698,Ethyl maltol,HMDB0031735,4940/11/8,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives
pos_4699,"2,4-Dimethyl-5-propyloxazole",HMDB0037868,84027-86-1,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles
pos_4701,Dihydrodaidzein,HMDB0005760,17238-05-0,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavans
pos_4706,Dihydrodaidzein 7-O-glucuronide,HMDB0041722,--,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides
pos_4711,Endoxifen O-glucuronide,HMDB0060622,--,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides
pos_4723,"2,3-Dihydroxypropyl octanoate",HMDB0254850,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
pos_4725,Ergoloid,HMDB0240271,--,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives
pos_4733,S-Adenosyl-L-methionine,HMDB0001185,485-80-3,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides
pos_4735,"5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate",HMDB0062413,80998-07-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_4741,Withaperuvin H,HMDB0034061,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_4750,Libenzapril,HMDB0254077,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4751,Schiff base,HMDB0258164,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines
pos_4755,Oxytocin,HMDB0002865,50-56-6,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4758,Nalfurafine,HMDB0255431,--,Organic compounds,Benzenoids,Phenanthrenes and derivatives,--
pos_4759,Prednisolone hemisuccinate,HMDB0245744,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
pos_4761,"4-[2-[2-[3-Acetamido-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-5-amino-5-oxopentanoic acid",HMDB0246932,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4768,gamma-Glutamylphenylalanine,HMDB0000594,7432-24-8,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4774,2'-O-Methylphaseollinisoflavan,HMDB0034412,49594-01-6,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
pos_4777,"CDP-DG(a-13:0/18:2(9Z,11E)+=O(13))",HMDB0292791,--,--,--,--,--
pos_4782,Lanabecestat,HMDB0253964,--,Organic compounds,Benzenoids,Indanes,--
pos_4786,Catechin 3-glucuronide,HMDB0240434,94495-57-5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
pos_4789,Quercetin 7-glucuronide 3-rhamnoside,HMDB0036264,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_4799,Conophylline,HMDB0250438,--,Organic compounds,Alkaloids and derivatives,Aspidospermatan-type alkaloids,--
pos_4807,Zearalenone,HMDB0031752,17924-92-4,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,Zearalenones
pos_4810,Antagonist G,HMDB0248454,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_4817,Serylarginine,HMDB0029033,13261-11-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4818,N-[(Ethoxycarbonyl)methyl)-p-menthane-3-carboxamide,HMDB0032255,68489-14-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4822,"(3beta,5alpha,6alpha,7alpha,22E,24R)-5,6-Epoxyergosta-8,14,22-triene-3,7-diol",HMDB0036304,276864-98-3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids
pos_4824,Cholesterol sulfate,HMDB0000653,1256-86-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_4845,Grazoprevir,HMDB0252939,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4849,(Z)-3-Nonen-1-ol,HMDB0030959,10340-23-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_4850,"1-Hydroxy-2,2,6,6-tetramethyl-4-piperidinone",HMDB0243896,--,Organic compounds,Organoheterocyclic compounds,Piperidines,Piperidinones
pos_4851,N-Decanoylglycine,HMDB0013267,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4854,"2-(4-Amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol",HMDB0256714,--,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles
pos_4859,Octanoic acid,HMDB0000482,124-07-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4863,7alpha-Hydroxytestosterone,HMDB0003956,2141-17-5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
pos_4864,Sedridine,HMDB0302907,--,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_4869,Streptolydigin,HMDB0258509,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4871,"N2,N2-Dimethylguanosine",HMDB0004824,2140-67-2,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,--
pos_4888,"(d(CH2)51,Tyr(Me)2,Arg8)-Vasopressin",HMDB0243635,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4892,Norfloxacin,HMDB0015192,70458-96-7,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4895,13-(3-Methyl-5-propylfuran-2-yl)tridecanoylcarnitine,HMDB0241839,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_4917,Verteporfin,HMDB0014603,129497-78-5,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Chlorins
pos_4923,"5,10-Methylenetetrahydromethanopterin",HMDB0060401,--,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,--
pos_4924,Porphyrin a,HMDB0256707,--,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,--
pos_4928,Desglugastrin,HMDB0251042,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_4929,Sabinene hydrate,HMDB0036112,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_4937,Celanide,HMDB0249790,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_4938,Tyramine,HMDB0000306,51-67-2,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines
pos_4945,Heptanoic acid,HMDB0000666,111-14-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_4949,(+)-Zeylenol,HMDB0029541,113532-12-0,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
pos_4950,Prostaglandin E2,HMDB0001220,363-24-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_4971,Natamycin,HMDB0014964,7681-93-8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
